Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR21715698,2022-09-26 19:14:24,2022-09-26 18:25:35,34666,17333000,34666,500,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715698/SRR21715698.lite.1,SRX17712650,=A242&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243191,SAMN31025575,simple,504342,Stephanocoenia intersepta,SFK015,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,EA4F51F4480ED58848E20E7F339F951B,A58A511CF53B153353F472A66FFCA7B3
SRR21715697,2022-09-26 19:14:24,2022-09-26 18:25:40,36178,18089000,36178,500,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715697/SRR21715697.lite.1,SRX17712651,=A243&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243192,SAMN31025576,simple,504342,Stephanocoenia intersepta,SFK016,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,B65B77D19F2FE1BBF358E7048AAC88DE,2C630AE668618DA7A4A033E17107E433
SRR21715699,2022-09-26 19:14:24,2022-09-26 18:25:52,2268698,81673128,0,36,22,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715699/SRR21715699.lite.1,SRX17712649,SFK025 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243203,SAMN31025585,simple,504342,Stephanocoenia intersepta,SFK025,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,88B84AB62DFE3E6F86665AF68CB74322,50731731C78CF2D1A810E593061CF06F
SRR21715696,2022-09-26 19:14:24,2022-09-26 18:25:43,1891181,68082516,0,36,18,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715696/SRR21715696.lite.1,SRX17712652,SFK031 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243047,SAMN31025591,simple,504342,Stephanocoenia intersepta,SFK031,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,40236D00C608892C711B3930DA7C4637,C1926E0E5EECC9AA08B9D7B675EBA0A6
SRR21715695,2022-09-26 19:14:24,2022-09-26 18:25:37,44989,22494500,44989,500,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715695/SRR21715695.lite.1,SRX17712653,=A302&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243204,SAMN31025635,simple,504342,Stephanocoenia intersepta,SFK075,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,33DAA5E3DB85CD154197D5F6114790FD,BC6BA38471A6E042ACCADEAC6CCE4E6E
SRR21715704,2022-09-26 19:14:24,2022-09-26 18:25:39,25575,12787500,25575,500,7,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715704/SRR21715704.lite.1,SRX17712644,=A237&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243202,SAMN31025570,simple,504342,Stephanocoenia intersepta,SFK010,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,FA85864A63D8A705A84C76C6D359E199,87436744252920D93801A19B0722F47F
SRR21715703,2022-09-26 19:14:24,2022-09-26 18:25:28,17298,8649000,17298,500,6,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715703/SRR21715703.lite.1,SRX17712645,=A238&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243152,SAMN31025571,simple,504342,Stephanocoenia intersepta,SFK011,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,BB93E5DF2FDAF500CEC6BECE0D18E0A9,96759BDE448E3A1161D08BCA031F78B1
SRR21715702,2022-09-26 19:14:24,2022-09-26 18:25:36,30793,15396500,30793,500,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715702/SRR21715702.lite.1,SRX17712646,=A239&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243163,SAMN31025572,simple,504342,Stephanocoenia intersepta,SFK012,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,A590EF9027D2CB9C5C4548B18A7E3EF2,135DB935FC688E27E98A040E4702DDE5
SRR21715701,2022-09-26 19:14:24,2022-09-26 18:25:38,41097,20548500,41097,500,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715701/SRR21715701.lite.1,SRX17712647,=A240&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243174,SAMN31025573,simple,504342,Stephanocoenia intersepta,SFK013,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,07326D93EFB3CDE31D4D78578C27DC6A,9A8BD245842FB111B84799FFA42D176F
SRR21715700,2022-09-26 19:14:24,2022-09-26 18:25:36,30427,15213500,30427,500,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715700/SRR21715700.lite.1,SRX17712648,=A241&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243185,SAMN31025574,simple,504342,Stephanocoenia intersepta,SFK014,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,22FF8BE61E718D35F32FD13621A4C798,06F5155F8113817C4E94E05EC41CFDF5
SRR21715709,2022-09-26 19:14:24,2022-09-26 18:25:35,30791,15395500,30791,500,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715709/SRR21715709.lite.1,SRX17712639,=A232&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243197,SAMN31025565,simple,504342,Stephanocoenia intersepta,SFK005,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,86B7FAAD1A4A5C5121D20FBC4028747C,68F19F9CEB84BF49F82DED359D772168
SRR21715708,2022-09-26 19:14:24,2022-09-26 18:25:37,40545,20272500,40545,500,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715708/SRR21715708.lite.1,SRX17712640,=A233&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243198,SAMN31025566,simple,504342,Stephanocoenia intersepta,SFK006,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,499AD1C2AA039150F65F0B3223C6906F,46D06EF53E62D584EE80533E60A64182
SRR21715707,2022-09-26 19:14:24,2022-09-26 18:25:34,26734,13367000,26734,500,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715707/SRR21715707.lite.1,SRX17712641,=A234&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243199,SAMN31025567,simple,504342,Stephanocoenia intersepta,SFK007,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,4CD19B4A4737D6E82AA9E0E83D0C2331,347DF9758012709A3DBB8A4E4ECE4B8A
SRR21715706,2022-09-26 19:14:24,2022-09-26 18:25:40,36067,18033500,36067,500,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715706/SRR21715706.lite.1,SRX17712642,=A235&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243200,SAMN31025568,simple,504342,Stephanocoenia intersepta,SFK008,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,461F4DAD79D0588533A9CBE9E9377AFF,8793B48A238DA3E9102B8EC765334BF5
SRR21715705,2022-09-26 19:14:24,2022-09-26 18:25:34,34842,17421000,34842,500,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715705/SRR21715705.lite.1,SRX17712643,=A236&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243201,SAMN31025569,simple,504342,Stephanocoenia intersepta,SFK009,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,69E2FE2344E3930404EB256D5A22CFFD,D642D9ED69E10A4DB967CE24B4B33BF3
SRR21715714,2022-09-26 19:14:24,2022-09-26 18:25:37,34806,17403000,34806,500,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715714/SRR21715714.lite.1,SRX17712634,=A228&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243150,SAMN31025561,simple,504342,Stephanocoenia intersepta,SFK001,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,4AF7B0729FF979EE5E4218CEC7BA843A,26A4EC173199212DCA0B5F9D267498BB
SRR21715713,2022-09-26 19:14:24,2022-09-26 18:25:37,38328,19164000,38328,500,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715713/SRR21715713.lite.1,SRX17712635,=A229&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243151,SAMN31025562,simple,504342,Stephanocoenia intersepta,SFK002,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,CC3C6350FEA50A80134C72D211D2859D,99D1128A798D142779A7830805973AB9
SRR21715712,2022-09-26 19:14:24,2022-09-26 18:25:33,18122,9061000,18122,500,5,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715712/SRR21715712.lite.1,SRX17712636,=A230&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243195,SAMN31025563,simple,504342,Stephanocoenia intersepta,SFK003,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,A2B32FD97460FD6D3643BD6CD33F27C5,39790B52FD3138466CEC86A1475691FA
SRR21715711,2022-09-26 19:14:24,2022-09-26 18:25:41,52311,26155500,52311,500,15,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715711/SRR21715711.lite.1,SRX17712637,=A231&""_ITS2"",AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP399727,PRJNA884416,,884416,SRS15243120,SAMN31025564,simple,504342,Stephanocoenia intersepta,SFK004,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,EEF01DF371E1598BBC418A610C00411A,CBA12F9F0AB89728734953CDA9D8152D
SRR21715710,2022-09-26 19:14:24,2022-09-26 18:25:48,1914285,68914260,0,36,18,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715710/SRR21715710.lite.1,SRX17712638,SFK024 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243196,SAMN31025584,simple,504342,Stephanocoenia intersepta,SFK024,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,47F7552BCB901A3E71CAA1F7FFE1563B,DE3EC477EB2FFFA0086EDDAF8DBD30A1
SRR21715719,2022-09-26 19:14:24,2022-09-26 18:26:01,2711216,97603776,0,36,26,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715719/SRR21715719.lite.1,SRX17712629,SFK216 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243087,SAMN31025776,simple,504342,Stephanocoenia intersepta,SFK216,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,CCD99F5EC7C76750F24FA6E8FA605545,0F8B6F29AA57452CD99D535D8ABA2B54
SRR21715718,2022-09-26 19:14:24,2022-09-26 18:26:07,2836743,102122748,0,36,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715718/SRR21715718.lite.1,SRX17712630,SFK217 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243088,SAMN31025777,simple,504342,Stephanocoenia intersepta,SFK217,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,ACC27F03C79FB8F37E933434A13DE6FF,F3308B302ECC86465B140BDDA08B3FD1
SRR21715717,2022-09-26 19:14:24,2022-09-26 18:25:53,2520172,90726192,0,36,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715717/SRR21715717.lite.1,SRX17712631,SFK218 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243089,SAMN31025778,simple,504342,Stephanocoenia intersepta,SFK218,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,BC3719C01BF38B65BB95A5BB25FE6518,88D40A6E2B65990F23EF82F488E57AFF
SRR21715716,2022-09-26 19:14:24,2022-09-26 18:25:43,1660375,59773500,0,36,16,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715716/SRR21715716.lite.1,SRX17712632,SFK219 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243090,SAMN31025779,simple,504342,Stephanocoenia intersepta,SFK219,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,11AF93D6F8A644708C63E81B6F03C4C1,D64E1798ADEE9FB3C45BF6AD5670E810
SRR21715715,2022-09-26 19:14:24,2022-09-26 18:25:51,1940152,69845472,0,36,18,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715715/SRR21715715.lite.1,SRX17712633,SFK220 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243194,SAMN31025780,simple,504342,Stephanocoenia intersepta,SFK220,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,CA9DC36904363121AFD39089CADBCB84,980863FEC25C432EEC373CC13AEB78D2
SRR21715721,2022-09-26 19:14:24,2022-09-26 18:26:08,2979651,107267436,0,36,28,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715721/SRR21715721.lite.1,SRX17712627,SFK023 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243193,SAMN31025583,simple,504342,Stephanocoenia intersepta,SFK023,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,36DBECB1EA9D14F552555EB73ED56ED9,BB9E5D647954887D5DB122984DDF5539
SRR21715724,2022-09-26 19:14:24,2022-09-26 18:25:35,1163421,41883156,0,36,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715724/SRR21715724.lite.1,SRX17712624,SFK212 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243083,SAMN31025772,simple,504342,Stephanocoenia intersepta,SFK212,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,7D19701C50646CD93482E16AE5D5C4C9,3E391E43178191F4DBE9C53034C9889E
SRR21715723,2022-09-26 19:14:24,2022-09-26 18:25:32,731638,26338968,0,36,7,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715723/SRR21715723.lite.1,SRX17712625,SFK213 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243084,SAMN31025773,simple,504342,Stephanocoenia intersepta,SFK213,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,775035DF181A8258F037EA8E2A3EF3E8,26C47E14FA949160F461C40FC56EF387
SRR21715722,2022-09-26 19:14:24,2022-09-26 18:25:41,785957,28294452,0,36,7,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715722/SRR21715722.lite.1,SRX17712626,SFK214 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243085,SAMN31025774,simple,504342,Stephanocoenia intersepta,SFK214,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,C9266E06E00EF44190B333739D4016FB,5C9A83D0AD4DE66F2E42E2E1D902E6BC
SRR21715720,2022-09-26 19:14:24,2022-09-26 18:25:55,2372761,85419396,0,36,23,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715720/SRR21715720.lite.1,SRX17712628,SFK215 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243086,SAMN31025775,simple,504342,Stephanocoenia intersepta,SFK215,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,EF979F5B0EA4E0786C9C47025D019244,4EC3BB5CA014882A8E6A0FFE842CDD39
SRR21715729,2022-09-26 19:14:24,2022-09-26 18:25:59,2018579,72668844,0,36,19,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715729/SRR21715729.lite.1,SRX17712619,SFK154 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243141,SAMN31025714,simple,504342,Stephanocoenia intersepta,SFK154,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,75BFE7ABB97F1AA2EAC946482FFBE66A,6226B9E14859300374AF8EE1F229DB40
SRR21715728,2022-09-26 19:14:24,2022-09-26 18:25:35,740207,26647452,0,36,7,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715728/SRR21715728.lite.1,SRX17712620,SFK208 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243079,SAMN31025768,simple,504342,Stephanocoenia intersepta,SFK208,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,F026FE71555EBD8C1DAFA060B56DA44D,3F62F82140C51EB7BEAC76B19BA2C523
SRR21715727,2022-09-26 19:14:24,2022-09-26 18:25:54,2097598,75513528,0,36,20,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715727/SRR21715727.lite.1,SRX17712621,SFK209 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243080,SAMN31025769,simple,504342,Stephanocoenia intersepta,SFK209,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,67BAAC52E2AD28B049945B73A0CDE6E4,F59BCB7F227F90467FB4E5A603D44C94
SRR21715726,2022-09-26 19:14:24,2022-09-26 18:26:12,2255663,81203868,0,36,21,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715726/SRR21715726.lite.1,SRX17712622,SFK210 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243081,SAMN31025770,simple,504342,Stephanocoenia intersepta,SFK210,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,DB3C3DDB44C1BC766BD366D86106F7BE,6AE7E295915F804A3E3DFED83957DFFF
SRR21715725,2022-09-26 19:14:24,2022-09-26 18:25:55,1957221,70459956,0,36,18,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715725/SRR21715725.lite.1,SRX17712623,SFK211 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243082,SAMN31025771,simple,504342,Stephanocoenia intersepta,SFK211,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,FE492F207F58115AC20E462207E0E880,4E60F6A10DC6A9D0C91D8A61C88009F0
SRR21715734,2022-09-26 19:14:24,2022-09-26 18:26:02,2118223,76256028,0,36,20,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715734/SRR21715734.lite.1,SRX17712614,SFK149 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243136,SAMN31025709,simple,504342,Stephanocoenia intersepta,SFK149,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,F053B46CE869618E6F7530A0C59822C4,3E11304C4D4D21A706A8564762CFD19C
SRR21715733,2022-09-26 19:14:24,2022-09-26 18:25:50,2330687,83904732,0,36,22,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715733/SRR21715733.lite.1,SRX17712615,SFK150 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243137,SAMN31025710,simple,504342,Stephanocoenia intersepta,SFK150,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,AAF68B878A1A0619BE8B0E374107CC49,D8C8A3C322739D271315CC6A3B208777
SRR21715732,2022-09-26 19:14:24,2022-09-26 18:26:23,3075623,110722428,0,36,29,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715732/SRR21715732.lite.1,SRX17712616,SFK151 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243138,SAMN31025711,simple,504342,Stephanocoenia intersepta,SFK151,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,AF827B875FB1F84A778778B547E80E1E,9F84EF00E6B5A21554AFBC25BF2D5FB3
SRR21715731,2022-09-26 19:14:24,2022-09-26 18:26:13,2480882,89311752,0,36,23,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715731/SRR21715731.lite.1,SRX17712617,SFK152 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243139,SAMN31025712,simple,504342,Stephanocoenia intersepta,SFK152,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,EFCD9D0921379E7AF35AE353D66BF42F,85100439D3EC93234FD204937D9DBA88
SRR21715730,2022-09-26 19:14:24,2022-09-26 18:26:26,3118151,112253436,0,36,29,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21715/SRR21715730/SRR21715730.lite.1,SRX17712618,SFK153 _2bRAD,RAD-Seq,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP399727,PRJNA884416,,884416,SRS15243140,SAMN31025713,simple,504342,Stephanocoenia intersepta,SFK153,,,,,,,no,,,,,FLORIDA ATLANTIC UNIVERSITY,SRA1507645,,public,B7125B4B3C6EF82D3CCF2A6EED6D7289,8A171A7B6851EFC511BCABDB2984FB20
